player_id,season_name,competition_id,competition_name,team_id,team_name,nb_in_group,nb_on_pitch,goals,assists,own_goals,subed_in,subed_out,yellow_cards,second_yellow_cards,direct_red_cards,penalty_goals,minutes_played,goals_conceded,clean_sheets,main_position
127217,21/22,IT1,Serie A,276,Hellas Verona,31,1,,0,0,0,0,0,0,0,0,90.0,3,0,Goalkeeper
128899,22/23,GB1,Premier League,985,Manchester United,12,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
128899,22/23,GB1,Premier League,873,Crystal Palace,2,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
128899,21/22,GB1,Premier League,873,Crystal Palace,38,9,,0,0,1,0,0,0,0,0,765.0,13,1,Goalkeeper
128969,25/26,ES1,LaLiga,3368,Levante UD,1,1,,0,0,0,0,0,0,0,0,90.0,2,0,Goalkeeper
128969,24/25,FR1,Ligue 1,826,RC Lens,14,14,,0,0,0,0,0,0,0,0,1260.0,17,6,Goalkeeper
128969,24/25,IT1,Serie A,12,AS Roma,19,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
128969,21/22,ES1,LaLiga,681,Real Sociedad,35,3,,0,0,0,0,0,0,0,0,270.0,5,1,Goalkeeper
12907,23/24,IT1,Serie A,6574,US Sassuolo,37,3,,0,0,0,0,0,0,0,0,270.0,7,0,Goalkeeper
12907,22/23,IT1,Serie A,2919,AC Monza,38,1,,0,0,0,0,0,0,0,0,90.0,3,0,Goalkeeper
12907,21/22,IT1,Serie A,1390,Cagliari Calcio,35,35,,0,0,0,0,3,0,0,0,3150.0,63,2,Goalkeeper
129374,23/24,ES1,LaLiga,16795,Granada CF,17,3,,0,0,0,0,0,0,0,0,270.0,11,0,Goalkeeper
130164,25/26,GB1,Premier League,29,Everton FC,3,3,,0,0,0,0,0,0,0,0,270.0,3,1,Goalkeeper
130164,24/25,GB1,Premier League,29,Everton FC,38,38,,0,0,0,0,7,0,0,0,3420.0,44,12,Goalkeeper
130164,23/24,GB1,Premier League,29,Everton FC,38,38,,1,0,0,0,5,0,0,0,3420.0,51,13,Goalkeeper
130164,22/23,GB1,Premier League,29,Everton FC,37,37,,0,0,0,0,5,0,0,0,3330.0,57,8,Goalkeeper
130164,21/22,GB1,Premier League,29,Everton FC,35,35,,0,0,0,0,2,0,0,0,3150.0,58,7,Goalkeeper
130388,21/22,IT1,Serie A,410,Udinese Calcio,3,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
131758,24/25,IT1,Serie A,607,Venezia FC,36,8,,1,0,1,0,0,0,0,0,702.0,15,2,Goalkeeper
13572,21/22,GB1,Premier League,1010,Watford FC,28,26,,0,0,0,0,0,0,0,0,2340.0,49,4,Goalkeeper
135747,25/26,IT1,Serie A,430,ACF Fiorentina,2,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
135747,21/22,IT1,Serie A,607,Venezia FC,13,6,,0,0,0,1,2,0,0,0,495.0,9,1,Goalkeeper
136111,25/26,IT1,Serie A,252,Genoa CFC,2,2,,0,0,0,0,0,0,0,0,180.0,1,1,Goalkeeper
136111,24/25,IT1,Serie A,252,Genoa CFC,38,29,,1,0,0,0,1,0,0,0,2610.0,31,10,Goalkeeper
136111,23/24,IT1,Serie A,252,Genoa CFC,37,3,,0,0,1,1,1,0,0,0,177.0,2,2,Goalkeeper
1361456,24/25,ES1,LaLiga,472,UD Las Palmas,10,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
136401,24/25,GB1,Premier League,543,Wolverhampton Wanderers,18,2,,0,0,0,0,0,0,0,0,180.0,4,1,Goalkeeper
136401,23/24,GB1,Premier League,543,Wolverhampton Wanderers,38,5,,0,0,2,0,0,0,0,0,382.0,7,2,Goalkeeper
136401,22/23,GB1,Premier League,543,Wolverhampton Wanderers,18,2,,0,0,0,0,0,0,0,0,180.0,3,0,Goalkeeper
14044,23/24,GB1,Premier League,29,Everton FC,10,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
14044,22/23,GB1,Premier League,29,Everton FC,4,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
14044,21/22,GB1,Premier League,29,Everton FC,11,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
142389,23/24,GB1,Premier League,762,Newcastle United,12,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
142389,22/23,GB1,Premier League,762,Newcastle United,1,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
142389,21/22,GB1,Premier League,762,Newcastle United,11,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
144128,25/26,ES1,LaLiga,1531,Elche CF,4,4,,0,0,0,0,1,0,0,0,360.0,4,1,Goalkeeper
144128,21/22,ES1,LaLiga,940,Celta de Vigo,38,38,,0,0,0,0,1,0,0,0,3420.0,43,14,Goalkeeper
14555,24/25,GB1,Premier League,281,Manchester City,16,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
14555,23/24,GB1,Premier League,281,Manchester City,13,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
14555,22/23,GB1,Premier League,281,Manchester City,5,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
14555,21/22,GB1,Premier League,281,Manchester City,18,0,0.0,0,0,0,0,0,0,0,0,,0,0,Goalkeeper
146227,24/25,ES1,LaLiga,472,UD Las Palmas,32,27,,0,0,0,2,1,0,0,0,2337.0,42,4,Goalkeeper
146227,21/22,ES1,LaLiga,1049,Valencia CF,29,17,,0,0,0,1,1,0,0,0,1458.0,29,3,Goalkeeper
146693,23/24,L1,Bundesliga,105,SV Darmstadt 98,26,3,,0,0,0,0,2,0,0,0,270.0,10,0,Goalkeeper
