player_id,season_name,competition_id,competition_name,team_id,team_name,nb_in_group,nb_on_pitch,goals,assists,own_goals,subed_in,subed_out,yellow_cards,second_yellow_cards,direct_red_cards,penalty_goals,minutes_played,goals_conceded,clean_sheets,main_position,value
1049151,23/24,FR1,Ligue 1,1158,FC Lorient,5,1,0.0,0,0,1,0,0,0,0,0,,0,0,Defender,600000.0
1049151,23/24,FR1,Ligue 1,1158,FC Lorient,5,1,0.0,0,0,1,0,0,0,0,0,,0,0,Defender,700000.0
1051724,23/24,GHPL,Premier League,63057,Accra Lions FC,27,25,1.0,1,0,2,6,4,0,0,0,1995.0,0,0,Defender,175000.0
1051724,23/24,GHPL,Premier League,63057,Accra Lions FC,27,25,1.0,1,0,2,6,4,0,0,0,1995.0,0,0,Defender,150000.0
1051724,23/24,GHPL,Premier League,63057,Accra Lions FC,27,25,1.0,1,0,2,6,4,0,0,0,1995.0,0,0,Defender,200000.0
1051724,22/23,GHPL,Premier League,63057,Accra Lions FC,25,25,0.0,5,0,2,4,7,0,0,0,,0,0,Defender,50000.0
1051724,22/23,GHPL,Premier League,63057,Accra Lions FC,25,25,0.0,5,0,2,4,7,0,0,0,,0,0,Defender,125000.0
1051724,22/23,GHPL,Premier League,63057,Accra Lions FC,25,25,0.0,5,0,2,4,7,0,0,0,,0,0,Defender,50000.0
1052291,24/25,FR1,Ligue 1,618,AS Saint-Étienne,2,1,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,150000.0
1052291,24/25,FR1,Ligue 1,618,AS Saint-Étienne,2,1,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,350000.0
1052287,24/25,FR1,Ligue 1,618,AS Saint-Étienne,2,2,0.0,0,0,0,2,2,0,0,0,,0,0,Defender,400000.0
1052287,24/25,FR1,Ligue 1,618,AS Saint-Étienne,2,2,0.0,0,0,0,2,2,0,0,0,,0,0,Defender,400000.0
1052287,24/25,FR1,Ligue 1,618,AS Saint-Étienne,2,2,0.0,0,0,0,2,2,0,0,0,,0,0,Defender,200000.0
1054322,24/25,IT1,Serie A,46,Inter Milan,4,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,700000.0
1054909,24/25,ES1,LaLiga,150,Real Betis Balompié,1,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,300000.0
1054909,24/25,ES1,LaLiga,150,Real Betis Balompié,1,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,300000.0
1054909,24/25,ES1,LaLiga,150,Real Betis Balompié,1,0,0.0,0,0,0,0,0,0,0,0,,0,0,Defender,300000.0
1054909,23/24,ES1,LaLiga,150,Real Betis Balompié,7,2,0.0,0,0,2,0,0,0,0,0,,0,0,Defender,200000.0
